SN1: c:0.03736600315805755 t0:0.06325811861101868 x0:1.127239558209306e-05 x1:0.08551909244543214 
SN516: c:0.03513924963298886 t0:0.06074913176658062 x0:8.036486094687552e-06 x1:0.10923166500087267 
SN517: c:0.02030292847576953 t0:0.028457847093330196 x0:5.715467208058106e-05 x1:0.03163667167292336 
SN518: c:0.032928135651599855 t0:0.032144139336264026 x0:1.5431786627687005e-05 x1:0.059130342206269906 
SN519: c:0.053331310209695275 t0:0.06792158425223652 x0:5.7965318407387845e-06 x1:0.13813934885421497 
SN520: c:0.045550318374574246 t0:0.06426506022271818 x0:1.2047433350956715e-05 x1:0.10319475861246846 
SN521: c:0.03660659501452816 t0:0.06343660635032851 x0:9.504790096197617e-06 x1:0.1105336569512355 
SN522: c:0.02115516831832491 t0:0.03608045249548667 x0:4.475638267570368e-05 x1:0.051469801319209724 
SN523: c:0.023782469534279718 t0:0.04936613070433916 x0:8.391517177140035e-06 x1:0.07148506754559913 
SN524: c:0.02962228732269908 t0:0.054858991139030214 x0:4.5499237100107e-06 x1:0.10339125963880187 
SN525: c:0.06018672682916277 t0:0.06791868745445734 x0:9.129438871192522e-06 x1:0.1793978738473502 
SN526: c:0.05223290708303747 t0:0.06852859098960094 x0:6.024366216647703e-06 x1:0.1465525680382596 
SN527: c:0.021913770090419404 t0:0.03407373716849289 x0:3.58901408031368e-05 x1:0.045154715926236495 
SN528: c:0.03605983025362108 t0:0.04676553640065628 x0:9.32317039086772e-06 x1:0.07507160290178155 
SN529: c:0.2699048083252068 t0:0.478887079863493 x0:7.07261711503306e-05 x1:0.7526740889289104 
SN530: c:0.05514673554969732 t0:0.061353857763580974 x0:6.55282244446712e-06 x1:0.11919519917419118 
SN531: c:0.06745600948939992 t0:0.07136676845330751 x0:5.396946424917338e-06 x1:0.16752288077591942 
SN532: c:0.03308862826312818 t0:0.044215334930126526 x0:2.0685574536093627e-05 x1:0.07055785656185966 
SN533: c:0.0886430842139087 t0:0.06824982716612611 x0:0.00013441182147016 x1:0.1447666885959857 
SN534: c:0.04989624343202403 t0:0.05829792314262291 x0:1.4070464410014115e-05 x1:0.10329229028907566 
SN535: c:0.03750316688933941 t0:0.07213262328124082 x0:1.2669109450798671e-05 x1:0.12439890509009438 
SN536: c:0.0208607333302397 t0:0.02564066431453509 x0:3.9068456384515485e-05 x1:0.035748943045314285 
SN537: c:0.032230858437972285 t0:0.05709735232283463 x0:9.595180667386578e-06 x1:0.07909381227273825 
SN538: c:0.017171972409689016 t0:0.032141466521102356 x0:2.577486329807559e-05 x1:0.023348779407603396 
SN539: c:0.044020990286559 t0:0.06487254863356762 x0:7.381609920324027e-06 x1:0.12802535223531622 
SN540: c:0.02075533817318519 t0:0.059031378880815 x0:5.1742693143924406e-06 x1:0.09505171449981668 
SN541: c:0.04499303220636416 t0:0.0768033920164749 x0:4.95320189224331e-06 x1:0.1405706443552815 
SN542: c:0.0430029099288895 t0:0.05688380417991055 x0:4.463721041704377e-06 x1:0.1216587593914742 
SN543: c:0.08219670666442058 t0:0.7501745839495958 x0:3.217967913289343e-05 x1:0.6135369941092931 
SN544: c:0.04490118447843492 t0:0.060742885893086886 x0:1.247402568652318e-05 x1:0.09765696487868261 
SN545: c:0.023227887661595156 t0:0.05366991180728009 x0:8.137704371804236e-06 x1:0.07678668405053471 
SN546: c:0.04061550235945684 t0:0.05864587866961249 x0:2.0630677150287764e-05 x1:0.08847129528094035 
SN547: c:0.011481696512206875 t0:0.03375886009567738 x0:2.767986886006418e-05 x1:0.04167823179804083 
SN548: c:0.04985688665455843 t0:0.06385028537258564 x0:6.737556498350215e-06 x1:0.10054907968418861 
SN549: c:0.009606112748583284 t0:0.02021529590350776 x0:5.200665632015443e-05 x1:0.02202216262340641 
SN550: c:0.017824338474388395 t0:0.04390451220966599 x0:1.8023002986022244e-05 x1:0.04916951756161306 
SN551: c:0.023285170259200728 t0:0.03719881755793867 x0:2.559006615321537e-05 x1:0.0518214095373488 
SN552: c:0.05191476153579679 t0:0.06719514730845058 x0:8.11522550530187e-06 x1:0.13298962595394248 
SN553: c:0.04512938356450785 t0:0.06779440763334026 x0:2.3843482144039027e-05 x1:0.12468411942945368 
SN554: c:0.036565502756989825 t0:0.04759359585574933 x0:1.1607743397010056e-05 x1:0.07760879769940837 
SN555: c:0.09207948414746295 t0:0.1759614410205992 x0:3.359015652504361e-05 x1:0.3873064040057494 
SN556: c:0.04576112058567065 t0:0.04872982517736414 x0:2.9483033244780174e-05 x1:0.08394986013636034 
SN557: c:0.07553858613195356 t0:0.11143455589190378 x0:1.587153137243912e-05 x1:0.23546003631403184 
SN558: c:0.022898175900317532 t0:0.031561344584654316 x0:1.837223835336026e-05 x1:0.05144088544932795 
SN559: c:0.06023648458944158 t0:0.0944351402891249 x0:6.6159523684956615e-06 x1:0.15793085422397582 
SN560: c:0.08685922614073144 t0:0.10137763572979655 x0:1.7131748550959704e-05 x1:0.23552205990062347 
SN561: c:0.0342151526608347 t0:0.06584697844121279 x0:4.917415875327654e-06 x1:0.11746956163191241 
SN562: c:0.07602730816535663 t0:1.4100907271087648 x0:0.0001370810486392582 x1:0.7311440619776304 
SN563: c:0.036406564431877085 t0:0.06110449166582484 x0:1.1246895931141923e-05 x1:0.08523877379391412 
SN564: c:0.023617657444987186 t0:0.05466636633015518 x0:9.943364102112258e-06 x1:0.07411403036708814 
SN565: c:0.04066371321075755 t0:0.04628233590889769 x0:7.176272282565354e-06 x1:0.09723523875937728 
SN566: c:0.051197077523305344 t0:0.06769612021938297 x0:1.282415709348304e-05 x1:0.11196431895207845 
SN567: c:0.0431927294391162 t0:0.06741576922572959 x0:4.320440912861626e-06 x1:0.14047613844312137 
SN568: c:0.05135688359849242 t0:0.06570877475706552 x0:7.018462350863924e-06 x1:0.1472434109299364 
SN569: c:0.034197949155774274 t0:0.07034480912747296 x0:3.0818309497683934e-06 x1:0.14816722436315918 
SN570: c:0.041923421745106645 t0:0.05872323401790472 x0:1.2679867103120676e-05 x1:0.0953847848864957 
SN571: c:0.04458893343818229 t0:0.061644448233937964 x0:1.2132600847420192e-05 x1:0.08061582108814229 
SN572: c:0.06390349434404215 t0:0.05539914773585511 x0:2.222167076017025e-05 x1:0.09522108523056597 
SN573: c:0.026989624393938906 t0:0.04068445652048809 x0:1.2022533127680741e-05 x1:0.05543571186331354 
SN574: c:0.03308350798268002 t0:0.035885314642651905 x0:1.575383778340604e-05 x1:0.05576420886408721 
SN575: c:0.04124686234552546 t0:0.06645276014178435 x0:6.48221758528275e-06 x1:0.11501914427754183 
SN576: c:0.06316963418688587 t0:0.10853489598591345 x0:5.571952831359567e-06 x1:0.14574498594153187 
SN577: c:0.02608266481484295 t0:0.034922684510858844 x0:1.3262467314400961e-05 x1:0.07690877006531889 
SN578: c:0.047138386234311346 t0:0.06952681886851714 x0:6.2201974044896745e-06 x1:0.15424019752087254 
SN579: c:0.08527962136142632 t0:0.0736523405568839 x0:2.0343495827759382e-05 x1:0.24937825151735196 
SN580: c:0.05167111297850026 t0:0.06248027130942922 x0:7.411603539143651e-06 x1:0.11127444644866978 
SN581: c:0.02270694495674119 t0:0.02903972100463812 x0:1.534066723271371e-05 x1:0.03742652113064899 
SN582: c:0.019119074543886193 t0:0.10751208746280777 x0:3.6615735140940575e-05 x1:0.0904726471369824 
SN583: c:0.04668111457268214 t0:0.04552900172248851 x0:2.994820417558515e-05 x1:0.08999546429271109 
SN584: c:0.019114705703901672 t0:0.03599359258533307 x0:1.2059685426629907e-05 x1:0.0632768346155413 
SN585: c:0.02987221115901582 t0:0.05389543974620715 x0:1.1978965406148044e-05 x1:0.07660657421889625 
SN586: c:0.03940990840715769 t0:0.057314937816134774 x0:6.029069129686999e-06 x1:0.12467557100350189 
SN587: c:0.07406172025633057 t0:0.062352068004952035 x0:3.870129813890938e-05 x1:0.16505397786435083 
SN588: c:0.03791126143688671 t0:0.06876280346030926 x0:5.727951981705959e-06 x1:0.09933043636520852 
SN589: c:0.04020298610791622 t0:0.05782135123103427 x0:1.0052215321262583e-05 x1:0.09364120985283976 
SN590: c:0.03964450535634343 t0:0.06574048072656204 x0:4.5623349111124415e-06 x1:0.14622007068838583 
SN591: c:0.03590331133754469 t0:0.06473425865879073 x0:1.1967396884273575e-05 x1:0.10561159197457042 
SN592: c:0.06887155321890501 t0:0.12651326192413645 x0:1.1521827362047554e-05 x1:0.16675122017075397 
SN593: c:0.020126814395227163 t0:0.028312191463050872 x0:1.5446565356054368e-05 x1:0.0513063230058716 
SN594: c:0.07510029989150384 t0:1.2187684945513446 x0:125.11569321716028 x1:0.6176705214629615 
SN595: c:0.01146656349722994 t0:0.03371205530524488 x0:1.3499258727929588e-05 x1:0.04872832516187969 
SN596: c:0.0446348840117573 t0:0.056206078457448794 x0:1.7626547721111647e-05 x1:0.09640529010034517 
SN597: c:0.02726163247403193 t0:0.054072272179362224 x0:8.091271427757499e-06 x1:0.08079764075627567 
SN598: c:0.058995019913362846 t0:0.06507685809750328 x0:4.698124508960573e-06 x1:0.1717693335894342 
SN599: c:0.02890833131769025 t0:0.05825745912678047 x0:8.391705796701934e-06 x1:0.08579987437075003 
SN600: c:0.03153640954166681 t0:0.035098650355631915 x0:7.712269772840843e-06 x1:0.0823547094615871 
SN601: c:0.03542636677723103 t0:0.06099725623683445 x0:5.445139491841718e-06 x1:0.10963621560063591 
SN602: c:0.044896978229194535 t0:0.06510942696779888 x0:6.9710362522630855e-06 x1:0.12722411474744358 
SN603: c:0.020546310320348676 t0:0.03473983694931394 x0:9.721588450024836e-06 x1:0.06666066669329956 
SN604: c:0.009899830224769212 t0:0.019883901670210712 x0:2.303197073090581e-05 x1:0.0349810178792532 
SN605: c:0.02999111718224695 t0:0.06543862552985164 x0:5.39082270543786e-06 x1:0.09467168719901738 
SN606: c:0.035724332916631275 t0:0.06113312218977165 x0:1.2866567953793859e-05 x1:0.09454538945474016 
SN607: c:0.03461736668390442 t0:0.06230600952138781 x0:5.173276915895358e-06 x1:0.10595688274968691 
SN608: c:0.02637767523304563 t0:0.04581089666166145 x0:1.1956892269475506e-05 x1:0.06892750660460714 
SN609: c:0.05260431476996504 t0:0.0654895945239867 x0:8.091056414407572e-06 x1:0.12696383147201157 
SN610: c:0.0273306551152915 t0:0.05956790503052922 x0:7.1568869650983355e-06 x1:0.10042108910833991 
SN611: c:0.03077794492856468 t0:0.06538694877237126 x0:9.817925107391194e-06 x1:0.09392784961783386 
SN612: c:0.04632574829738465 t0:0.06694673541251721 x0:8.391019676004637e-06 x1:0.09429697750181558 
SN613: c:0.05135978486339064 t0:0.06688319527586735 x0:6.9852407049066445e-06 x1:0.15879577368070566 
SN614: c:0.07504192052668647 t0:0.08667276804087862 x0:1.1616618960447228e-05 x1:0.22771388456818561 
SN615: c:0.027718616406835282 t0:0.06234311410641805 x0:6.323339409923896e-06 x1:0.1040311394238879 
SN616: c:0.01509111695676839 t0:0.055715438611805654 x0:4.214294103168937e-06 x1:0.08638505768407352 
SN617: c:0.04998870296274922 t0:0.05245436383810393 x0:6.889542424142604e-06 x1:0.11545797952233615 
SN618: c:0.04299129473088107 t0:0.04642435692553219 x0:1.6677074160868452e-05 x1:0.07536892696888103 
SN619: c:0.020983805537475052 t0:0.03922564547226471 x0:1.059074943587859e-05 x1:0.0608618539756895 
SN620: c:0.0635429624282066 t0:0.06799800875894048 x0:7.488975907416694e-06 x1:0.16555608791636023 
SN621: c:0.08233815454823076 t0:0.08789237093263551 x0:1.9430697806263136e-05 x1:0.195456781432385 
SN622: c:0.04459685725409149 t0:0.04263440647771651 x0:2.5240660152630534e-05 x1:0.06730352103374736 
SN623: c:0.02639322188747057 t0:0.04448867543042339 x0:1.0662407018971216e-05 x1:0.06961549415271748 
SN624: c:0.0796714077354281 t0:0.06007364736259832 x0:2.5350338220340087e-05 x1:0.15769607090848783 
SN625: c:0.045231654415099395 t0:0.06044448606996294 x0:1.0498772816782884e-05 x1:0.0876320006242499 
SN626: c:0.038189380231424555 t0:0.04189450070809256 x0:9.044136565387959e-06 x1:0.07374943220830439 
SN627: c:0.02441923437767363 t0:0.03326154377966338 x0:3.254245889625281e-05 x1:0.041897245517735715 
SN628: c:0.015501967220073486 t0:0.038787451188510166 x0:5.4384973910462786e-06 x1:0.06745359739748981 
SN629: c:0.05161507728738174 t0:0.08208256661383918 x0:1.470314680961936e-05 x1:0.10498704554056837 
SN630: c:0.02892066289916712 t0:0.06669116959680166 x0:4.521328654975714e-06 x1:0.1144586610762856 
SN631: c:0.02934706986348332 t0:0.035380550264009825 x0:7.162800870416612e-06 x1:0.08630385263950283 
SN632: c:0.05342528487218201 t0:0.11488273766940336 x0:6.092186169444404e-06 x1:0.16460065458145812 
SN633: c:0.05256300265465115 t0:0.0589280623362849 x0:1.3776600462693431e-05 x1:0.12895186284736293 
SN634: c:0.041818975397843315 t0:0.08658803140052004 x0:6.132068177628985e-06 x1:0.1141951857641834 
SN635: c:0.06262169558028369 t0:0.09185091975819452 x0:1.000981737429474e-05 x1:0.08460172827818135 
SN636: c:0.03520288476749191 t0:0.06425531662292257 x0:6.652606560745998e-06 x1:0.10488583061335775 
SN637: c:0.03660037020281397 t0:0.04388818441017853 x0:1.0259506602661865e-05 x1:0.07461416171545203 
SN638: c:0.03898214083762074 t0:0.04597989819953253 x0:7.647450665799185e-06 x1:0.12656067861917347 
SN639: c:0.04089537693790132 t0:0.046819697084522986 x0:8.024496105453106e-06 x1:0.10469175810150458 
SN640: c:0.07247862226011624 t0:0.1679738597044862 x0:1.9057941591025717e-05 x1:0.3327342382404456 
SN641: c:0.05102019831000211 t0:0.06490392333487181 x0:8.642172743069635e-06 x1:0.11235483483371832 
SN642: c:0.04409433812076538 t0:0.06358779995364042 x0:6.100860525601358e-06 x1:0.1278176098315987 
SN643: c:0.07364549962531149 t0:0.06839873970070555 x0:1.7502078655196285e-05 x1:0.14101502010928302 
SN644: c:0.08032653008142016 t0:0.060780037558450975 x0:2.426251505523739e-05 x1:0.13980911317052075 
SN645: c:0.03034718383791204 t0:0.03603090775385148 x0:1.1350208003561691e-05 x1:0.08626921296310867 
SN646: c:0.026118758124961856 t0:0.04130350428143291 x0:2.4136537134616805e-05 x1:0.0600924773214484 
SN647: c:0.035339720246009856 t0:0.042295570900299055 x0:2.7275623419006823e-05 x1:0.0746390564106322 
SN648: c:0.07694530660700295 t0:0.0699758766268811 x0:4.0476739679906576e-05 x1:0.15425662552190905 
SN649: c:0.04916501240132418 t0:0.060843354237646176 x0:5.627837650247638e-06 x1:0.13070602849733373 
SN650: c:0.017612041607173716 t0:0.04488068221123374 x0:1.0089468967626308e-05 x1:0.053061925353833445 
SN651: c:0.0426087261281137 t0:0.06282405862562371 x0:1.4345432686277604e-05 x1:0.10167549006657758 
SN652: c:0.04942284985462638 t0:0.06252554034903152 x0:2.6586267074838037e-05 x1:0.10226138347689771 
SN653: c:0.025788630368588902 t0:0.05845033962574216 x0:1.249233912610164e-05 x1:0.07233154023502536 
SN654: c:0.06471014273141411 t0:0.07164936942501231 x0:5.932667079383764e-06 x1:0.12390215629927025 
SN655: c:0.02994758190355949 t0:0.026790903744880207 x0:3.3337764208570966e-05 x1:0.028777246475772286 
SN656: c:0.03961781354616434 t0:0.0415420226526829 x0:1.8642435945345844e-05 x1:0.07859683552645046 
SN657: c:0.03485186308989721 t0:0.05882813451716257 x0:1.1558640498353275e-05 x1:0.0855021190584416 
SN658: c:0.0397614503450988 t0:0.03510776804306867 x0:6.995065905035404e-06 x1:0.10282493805919313 
SN659: c:0.035957876500731116 t0:0.05612132933884306 x0:1.3339944349946911e-05 x1:0.0925532026357424 
SN660: c:0.033296161211873364 t0:0.06402014463713877 x0:6.197517816693517e-06 x1:0.10049182193159226 
SN661: c:0.036652765966519334 t0:0.0635954181851823 x0:6.279840373101222e-06 x1:0.1009075145285462 
SN662: c:0.03068100379699117 t0:0.06323061792786856 x0:8.986912267942572e-06 x1:0.08924162009519283 
SN663: c:0.048995597575428984 t0:0.060146567386299685 x0:9.26076358057109e-06 x1:0.12840437236591 
SN664: c:0.059475769489865556 t0:0.06108039917356369 x0:1.022599047269974e-05 x1:0.127701184456982 
SN665: c:0.07037013668609664 t0:0.1738345057179122 x0:2.30430569284138e-05 x1:0.2287782440837289 
SN666: c:0.04347139656270916 t0:0.06314727577484817 x0:9.221329119011831e-06 x1:0.10785249772399426 
SN667: c:0.041697781482328604 t0:0.04982663362259215 x0:1.7522847225869653e-05 x1:0.07020240931121198 
SN668: c:0.03915616968236573 t0:0.06295761711704485 x0:7.3365919924262905e-06 x1:0.11757181188725219 
SN669: c:0.05428737087348944 t0:0.06661349448244949 x0:8.988307904766517e-06 x1:0.14416800846394634 
SN670: c:0.03462896413089613 t0:0.05372113963067423 x0:1.1156102621763688e-05 x1:0.08474241949598581 
SN671: c:0.0790035239172159 t0:0.07332032518881348 x0:4.57657409026672e-05 x1:0.14363253590970643 
SN672: c:0.058168886557826024 t0:0.09750588425908782 x0:6.256450610170215e-06 x1:0.13356142187975245 
SN673: c:0.03007435249530731 t0:0.05013633710877795 x0:4.455709564817346e-06 x1:0.08267863786588826 
SN674: c:0.0394479829915818 t0:0.06522396214949178 x0:6.002979437489442e-06 x1:0.1310818346876004 
SN675: c:0.04996850073691457 t0:0.05756106853773694 x0:1.5092674594335695e-05 x1:0.09988558970388182 
SN676: c:0.14027323095487312 t0:0.04763841271748064 x0:0.00018954713197124508 x1:0.09222318890507117 
SN677: c:0.039008784705786635 t0:0.056396712554925885 x0:1.4278852462914058e-05 x1:0.06983424993107738 
SN678: c:0.024973678674887048 t0:0.04705544365356486 x0:1.9169633103754167e-05 x1:0.0504528272763474 
SN679: c:0.038135045507634746 t0:0.06484410765361552 x0:1.2524630770976613e-05 x1:0.10242282341076789 
SN680: c:0.03448442789293254 t0:0.0601063254207137 x0:3.9963365260284365e-06 x1:0.11619998009529772 
SN681: c:0.016272763185255563 t0:0.03708493515287952 x0:2.3964684519618335e-05 x1:0.04448143984176794 
SN682: c:0.017776312133267535 t0:0.04788854491201196 x0:1.1538960174269312e-05 x1:0.05873977639051748 
SN683: c:0.5751444530265356 t0:0.34236424631181894 x0:0.0003988378050339401 x1:0.2817785766083371 
SN684: c:0.02979082618387298 t0:0.0353153794277861 x0:0.00015247676619565455 x1:0.04624457756662564 
SN685: c:0.08561482577140882 t0:0.10482685431240732 x0:5.74309516326793e-05 x1:0.19065134521198865 
SN686: c:0.03693956285736548 t0:0.06007812840267963 x0:1.0117738120973783e-05 x1:0.10955853923855767 
SN687: c:0.018028598599336566 t0:0.05791713638019815 x0:3.4700828854012947e-06 x1:0.08540424057598234 
SN688: c:0.036379391423686396 t0:0.06721304839523011 x0:4.5322013040703224e-06 x1:0.10734316204239777 
SN689: c:0.06505686927830683 t0:0.06923664703365802 x0:1.359763268208417e-05 x1:0.16192770288283073 
SN690: c:0.05761836244754209 t0:0.06725021099839988 x0:1.7153203003773696e-05 x1:0.11178540835165436 
SN691: c:0.025517481235037696 t0:0.0272879258603769 x0:1.1641707326661195e-05 x1:0.05779625636765408 
SN692: c:0.005517373660880623 t0:0.015841384126469776 x0:3.9780292519183994e-05 x1:0.01719834701589829 
SN693: c:0.057144159595547514 t0:0.0916607863567373 x0:1.3338343735606913e-05 x1:0.1555652198085347 
SN694: c:0.049666837106212315 t0:0.06203826325859446 x0:1.2046351756841295e-05 x1:0.09926478887772014 
SN695: c:0.05148962950879287 t0:0.060969926043156666 x0:1.4550886364525543e-05 x1:0.09788973910589324 
SN696: c:0.031718922274950614 t0:0.04656609173462236 x0:6.87648333470224e-06 x1:0.09867482651268131 
SN697: c:0.020491267192279176 t0:0.04612121491314993 x0:9.383952503059824e-06 x1:0.04915026811024908 
SN698: c:0.08101424086481691 t0:0.4302337182213052 x0:1.2417292037740307e-05 x1:0.6571242408280072 
SN699: c:0.05898475558400373 t0:0.07373031920199663 x0:1.5064729344345157e-05 x1:0.16691051857940215 
SN700: c:0.05292762618218817 t0:0.06479134560934889 x0:9.936905933790329e-06 x1:0.13006188996156207 
SN701: c:0.034442300617021374 t0:0.06029794382019363 x0:6.813996070176107e-06 x1:0.11298044406970363 
SN702: c:0.045173638960964387 t0:0.06142535943156213 x0:6.417107842723942e-06 x1:0.1075793248722205 
SN703: c:0.04294081330557005 t0:0.04808008680416096 x0:1.2719374314422898e-05 x1:0.09288606563073994 
SN704: c:0.012378427571311055 t0:0.031340337716568564 x0:6.925662210500971e-05 x1:0.036951446747580836 
SN705: c:0.041432298852274715 t0:0.06442425232420648 x0:4.5208462552726385e-06 x1:0.13451136028726543 
SN706: c:0.015794575506785157 t0:0.03909637012231213 x0:2.9869861410587735e-05 x1:0.050993146774922664 
SN707: c:0.05504282155478167 t0:0.0591126056701219 x0:9.368639188441214e-06 x1:0.11959926321049875 
SN708: c:0.04946262626311081 t0:0.05768991692754636 x0:2.6672417829663018e-05 x1:0.09564063916842173 
SN709: c:0.01760213428422894 t0:0.03703934526762885 x0:1.8087823770472007e-05 x1:0.05705901215025518 
SN710: c:0.039991438794647394 t0:0.06169345211887793 x0:5.349001556055059e-06 x1:0.13059532076918495 
SN711: c:0.029757351066998124 t0:0.050630004098569235 x0:9.267290578603208e-06 x1:0.08170381548491534 
SN712: c:0.08439269639978263 t0:0.11615307062690194 x0:3.353843366682913e-05 x1:0.36730779066928154 
SN713: c:0.03784409703817835 t0:0.05809202832491498 x0:3.4594622274599804e-05 x1:0.08472567390150867 
SN714: c:0.00772299729303739 t0:0.02162471054268389 x0:2.7726477377188183e-05 x1:0.027301826577153545 
SN715: c:0.041686032180598895 t0:0.05138543720900566 x0:7.126177174094115e-06 x1:0.1050010058997235 
SN716: c:0.023147106525117162 t0:0.04369780046091801 x0:8.877024066396835e-06 x1:0.06559225241060025 
SN717: c:0.012226433048647064 t0:0.04086883767900361 x0:1.5953103950845634e-05 x1:0.0535567028990564 
SN718: c:1.035157002923827 t0:1.4679901560158377 x0:0.00011597673833512865 x1:3.527943419997225 
SN719: c:0.013357564878450296 t0:0.040907172113018295 x0:1.476018049850961e-05 x1:0.04992022797407428 
SN720: c:0.0312749740122721 t0:0.06745267845832781 x0:5.951944527144878e-06 x1:0.12561394562051706 
SN721: c:0.019931121764611554 t0:0.032054158946678846 x0:4.53721808712427e-05 x1:0.03981099383459375 
SN722: c:0.049157843225966544 t0:0.06516648469674582 x0:1.2014440088264598e-05 x1:0.10202658038266102 
SN723: c:0.03617706262053778 t0:0.061614552841372634 x0:1.0489782208167588e-05 x1:0.10574514291823457 
SN724: c:0.053643464440541536 t0:0.06679042821380984 x0:1.0003695932075196e-05 x1:0.13569093619909248 
SN725: c:0.05832470914522198 t0:0.06775312321806642 x0:7.656645782673773e-06 x1:0.12898232895642298 
SN726: c:0.037783231646690875 t0:0.0591754735834352 x0:7.729448645831516e-06 x1:0.0969193767893452 
SN727: c:0.0345539927650907 t0:0.04963206053067865 x0:1.5717195461306075e-05 x1:0.08360207605064227 
SN728: c:0.02973451198901877 t0:0.05736579801153358 x0:1.2039284164256705e-05 x1:0.07739002191819745 
SN729: c:0.028990928612581162 t0:0.050427115236702645 x0:1.460289208822608e-05 x1:0.07285027078755875 
SN730: c:0.06193835840662639 t0:0.11047698044138446 x0:1.031951621138509e-05 x1:0.1860330709438728 
SN731: c:0.03456273090420168 t0:0.047963396305921224 x0:1.3628864288879776e-05 x1:0.08783273967574963 
SN732: c:0.015776240379428104 t0:0.03540970317849193 x0:1.719323399101033e-05 x1:0.047918536198336095 
SN733: c:0.0070904165145826885 t0:0.018903816783882876 x0:2.4294048427683926e-05 x1:0.026372828572967334 
SN734: c:0.03330187856228487 t0:0.058881711833452914 x0:3.748560461356471e-06 x1:0.13195764365180923 
SN735: c:0.04579295965068596 t0:0.04001227466188826 x0:6.481309206229932e-06 x1:0.11441248477969311 
SN736: c:0.22012123552784488 t0:0.49901582851675963 x0:4.947278842798827e-05 x1:1.4897291421253023 
SN737: c:0.07942410453395353 t0:0.13104453906390545 x0:2.213972291441521e-05 x1:0.3298474556437986 
SN738: c:0.5138528055008011 t0:0.7253453335173023 x0:0.00022352236678904348 x1:1.9260551549066371 
SN739: c:0.034276986834332196 t0:0.028904821427541905 x0:2.0170375937246043e-05 x1:0.06537169127181204 
SN740: c:0.05180999736793975 t0:0.0636445375520215 x0:1.4537706781326588e-05 x1:0.11199510494146639 
SN741: c:0.08215238362047664 t0:0.15504639529454312 x0:4.364390253077937e-05 x1:0.25038799716429583 
SN742: c:0.0482849981813215 t0:0.05932141063026058 x0:7.781801636468797e-06 x1:0.12550007827478338 
SN743: c:0.04991598746339691 t0:0.06133939072763721 x0:9.097902911304378e-06 x1:0.11614465048949732 
SN744: c:0.08376516449573476 t0:0.4272866260937812 x0:3.814164022557976e-05 x1:0.5472843064679633 
SN745: c:0.032744329476199284 t0:0.05015859352079332 x0:1.1518921894544599e-05 x1:0.03769554682446191 
SN746: c:0.08109682760094662 t0:0.21044669438166413 x0:1.3705718595815658e-05 x1:0.34198583294778734 
SN747: c:0.04225607995689815 t0:0.06569858557000029 x0:5.0032612636071225e-06 x1:0.13324271048986813 
SN748: c:0.04282190783202047 t0:0.0625674325848778 x0:6.330309526501316e-06 x1:0.13141709555196462 
SN749: c:0.05355166920678097 t0:0.10585417456334649 x0:1.0464953983698649e-05 x1:0.10008953981449073 
SN750: c:0.08247144999979578 t0:0.06692162535160681 x0:4.893233470468564e-05 x1:0.17309024229609418 
SN751: c:0.0352108844009636 t0:0.04496631738047926 x0:1.3695403441715611e-05 x1:0.09958136071922309 
SN752: c:0.02481370596898517 t0:0.07235664676338312 x0:5.311073723822413e-06 x1:0.11215189167521283 
SN753: c:0.046539509283035525 t0:0.06007335181015887 x0:1.4251594808537602e-05 x1:0.0837733402698179 
SN754: c:0.043194566878488855 t0:0.06324279532283211 x0:8.954432145595566e-06 x1:0.08267296450391573 
SN755: c:0.03271224701517833 t0:0.05909435581358619 x0:5.332781196803901e-06 x1:0.12236093212293246 
SN756: c:0.030625849996279545 t0:0.06187090782577807 x0:6.485801588549407e-06 x1:0.09414436915857469 
SN757: c:0.04914420430508886 t0:0.0631699760269655 x0:7.253038058267079e-06 x1:0.12477902667738469 
SN758: c:0.03475804731998792 t0:0.03534147101399561 x0:1.976663285742577e-05 x1:0.07816451566197298 
SN759: c:0.03717473581879459 t0:0.03753987950697699 x0:2.1624835214802516e-05 x1:0.06682399541502021 
SN760: c:0.07181717385684752 t0:0.06786156851937587 x0:1.0670977266955729e-05 x1:0.1488161759641274 
SN761: c:0.03316371009887454 t0:0.04363569803548065 x0:1.6515799548064828e-05 x1:0.08405920023714493 
SN762: c:0.030769215608761325 t0:0.10109171409633107 x0:3.833320919962494e-06 x1:0.12495418601669551 
SN763: c:0.06413477238357418 t0:0.4071291186912735 x0:2.238592726662757e-05 x1:0.5605019136030482 
SN764: c:0.03139270832494657 t0:0.0479216842523293 x0:1.0089634485616905e-05 x1:0.0822242739066555 
SN765: c:0.7971353105265166 t0:1.8826650223070842 x0:0.00045715671584791595 x1:11.752070858361694 
SN766: c:0 t0:0 x0:0 x1:0 
SN767: c:0.014759567446624582 t0:0.04034843632720852 x0:7.602402281291218e-06 x1:0.0666077879366869 
SN768: c:1.2230840774071354 t0:6.873523113851247 x0:0.0006259244078178855 x1:21.788735418235692 
SN769: c:0.006833434920636648 t0:0.026769254123124826 x0:2.026630660028304e-05 x1:0.03254517725931791 
SN770: c:0.29964765157489426 t0:0.5827053535071588 x0:4.821476200735e-05 x1:0.7999201665372263 
SN771: c:0.05033303804586259 t0:0.05670508472763883 x0:6.9330101626684485e-06 x1:0.10422651521363875 
SN772: c:0.02317276593596262 t0:0.05398021118837077 x0:5.1464006616064325e-06 x1:0.08445904097851983 
